,index,종류별,상황별,제목,url,조회수,셰프,인분,조리시간,난이도,재료,인트로,조리순서,해시태그,해시태그_수정,재료별_소고기,재료별_돼지고기,재료별_닭고기,재료별_육류,재료별_채소류,재료별_해물류,재료별_달걀/유제품,재료별_쌀,재료별_밀가루,재료별_건어물류,재료별_버섯류,재료별_과일류,재료별_곡류,방법별_볶음,방법별_끓이기,방법별_부침,방법별_조림,방법별_무침,방법별_비빔,방법별_찜,방법별_절임,방법별_튀김,방법별_삶기,방법별_굽기,방법별_회,cluster_label
23,24,밑반찬,일상,:: 소고기 다짐육 요리 :: 다른 반찬이 필요없는 소고기약고추장 만들기,https://www.10000recipe.com/recipe/6971866,-0.7444138579028239,,0.0,0.0,,"['소고기다짐육', '고추장 크게', '아몬드', '술', '후추가루', '꿀', '참기름', '참깨']",밥에 비벼먹으면 너무 맛있는 소고기 약고추장이에요. 나물을 넣고 비빔밥 소스로 사용해도 좋고 그냥 단독으로 비벼먹어도 너무나 맛있어요.,"['아몬드 한줌을 칼로 잘게 다져주세요.', '잘게 다진 아몬드를 팬에 2~3분 정도 살짝 볶아준 후 그릇에 덜어놔 주세요.', '소고기 다짐육 150g을 팬에 넣고 술 1T 를 넣어주세요.', '마늘 1T를 넣은 후 센불로 소고기가 완전히 익고 물기가 사라질 때까지 볶아주세요.', '소고기가 다 볶아지면 후춧가루를 살짝 뿌려줍니다.', '고추장 7T를 넣어주세요.', '타지 않도록 물 3T, 꿀 3T를 넣은 후 중불로 볶아줍니다.', '준비해 놓은 아몬드도 모두 넣어주세요. 그리고 물이 살짝 졸아들때까지 볶아주세요.', '고추장이 다 볶아지면 불을 끈 후에 참기름 1T, 통깨 0.5T를 넣은 후 잘 섞어주세요.', '다른 반찬이 필요없는 소고기 약고추장 완성이에요!']",,[],1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,162
24,25,밑반찬,일상,맛있는 가지반찬♪ 소고기 가지볶음,https://www.10000recipe.com/recipe/6884705,-0.7444138579028239,,0.0,0.0,,"['다진 소고기', '가지', '기름', '다진파', '간장', '청양고추', '소금', '소금', '후추']",다진 소고기와 가지로 만든 소고기 가지볶음입니다:),"['다진 소고기는 후추랑 소금 한꼬집 넣어 조물조물해주세요. 다진 소고기, 후추, 소금 키친타올에 올려 핏물을 살짝 빼주셔도 좋아요.', '가지 1개는 반으로 자른 후 살짝 얇게 썰어주세요. 가지', '마른 팬에 가지를 넣어 중불에서 가지를 한번 볶아주세요. 앞뒤로 살짝 노릇해지면 가지는 덜어내주세요. 가지 중불', '팬에 기름 2T, 다진파 한줌을 넣어 약불에서 파기름을 만들어 주세요. 기름 2T, 다진파 한줌 약불', '파향이 올라오면 센불로 올리고 소고기를 넣어 약 1-2분간 볶아주세요. 다진 소고기 센불', '그 다음 가지를 넣어 한번 잘 섞어주고 가지 센불', '간장 1.5-2T를 넣어 약 2-3분간 볶아주세요. 간장 1.5-2T 센불 간장은 팬 가장자리로 부어 불맛을 입혀주시면 좋아요.', '그리고 취향에 따라 청양고추를 넣어 한번 더 볶으면 완성입니다. 부족한 간은 소금으로 맞춰주세요. 소금 센불 취향에 따라 마지막에 참기름을 조금 넣으셔도 좋아요.']",,[],1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,88
25,26,밑반찬,일상,양지살 볶음~*,https://www.10000recipe.com/recipe/6861104,-0.7440299461752106,,0.0,0.0,,"['양지살', '파프리카', '양파', '파', '솔트', '통깨', '다진마늘', '후추']",양지살 사다놓은게 있어 초간단으로 휘리릭~ 볶았어욤,"['양지살 듬성 듬성 썰어', '팬에 담아주시고', '야채 썰어 준비해 줍니다', '숄트~ 솔솔 뿌려주세요', '달달달~ 볶으시다가 다진마늘 반큰술 후추 톡톡~ 넣고', '볶아주세요', '고기가 거의다 익으면 준비한 야채 투하~~', '슥슥~ 볶아', '그릇에 담아 내심 끝이예욤']",,[],1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,206
26,27,밑반찬,일상,소고기 가지볶음 아이들에게 좋은 가지요리,https://www.10000recipe.com/recipe/6886857,-0.7444138579028239,,0.0,0.0,,"['가지', '소고기(부채살)', '양파', '통마늘', '간장', '굴소스', '조청', '맛술', '통들깨', '후추']",고기는 좋아하지만 알싸한 맛의 가지는 싫어하는 아이들을 위한 영양 풍부한 소고기 가지볶음 이랍니다. 특히 가려 먹는 편식쟁이 아이들에게 좋은 가지요리로 두가지 맛을 한번에 맛 볼 수 있는 간단한 볶음 이지요.,"['가지는 반을 갈라 어슷 썰고, 양파는 2등분후 채를 썰어 줍니다, 부채살도 가지크기로 채를 썰어 줍니다. 마늘은 편으로 썰어 줍니다.', '달군팬에 기름을 두르고 마늘과 양파를 넣고 볶다가 소고기를 넣고 볶아 줍니다.', '분량의 간장과 굴소스, 조청, 맛술을 넣고 센불에서 빠르게 볶아 줍니다. 다 볶아 지면 통깨와 후추를 넣어 골고루 섞어 줍니다.', '야채인 가지와 고기를 한번에 즐길 수 있는 가지요리 소고기 가지볶음 이랍니다. 요래 볶아주면 가지도 고기와 함께 잘 먹더라구요.']",,[],1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,188
27,28,밑반찬,일상,소고기표고버섯볶음 만드는 법,https://www.10000recipe.com/recipe/6545485,-0.7440299461752106,,0.0,0.0,,"['소고기', '표고버섯', '양파', '청양고추', '다진마늘', '진간장', '참기름']",영양 가득 초간단 밑반찬~ 소고기표고버섯볶음,"['소고기는 핏기제거를 위해 찬물에 담가줍니다.', '버섯은 갓부분을 물에 한번 씻어낸 다음, 기둥은 떼어내서 결대로 찢어주고 나머지는 썰어서 준비해 두어요.', '양파는 채썰고, 청양고추는 어슷썰어서 준비해두세요. 입맛에 따라 파프리카, 당근등등 다른야채를 넣어주셔도 좋아요.^^', '달군팬에 소고기와 참기름을 넣고 달달 볶아주세요.', '표고버섯을 모두 넣어서 소고기와 함께 볶아줍니다.', '버섯 숨이 죽어갈때쯤 다진마늘도 한스푼 넣어주어요~ 진간장 1스푼으로 간도 맞춰주시고요~', '청양고추까지 넣어주면 맛있는 소고기표고버섯볶음 완성!!']",,[],1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,41
28,29,밑반찬,일상,소고기고추장볶음☆밑반찬으로 좋은 약고추장,https://www.10000recipe.com/recipe/6864017,-0.7444138579028239,,0.0,0.0,,"['소고기간것', '고추장', '대파흰부분', '청량고추', '마늘', '참기름']",고기 고추장볶음 ★밑반찬으로 좋은 약고추장 주말 잘 보내셨어요? 주말 비도 오고 흐렸는데 오늘은 화창하니 밝아진듯 하네요. 아이 학교수업 픽업하러 다녀오면서 밑반찬 만들려고 몇가지 채소도 가져왔답니다. 양배추도 사고 단배추도 사고.. 월욜이니까 클렌즈하게 ㅋㅋㅋ 아침마다 국 메뉴 변경하는것도 고민되어 오늘은 밑반찬하나 만들어놓으려구요. 남편이 좋아하는 약고추장!소고기고추장볶음 만들었답니다.,"['마늘은 간마늘로 2큰술정도로 보시면 되구요. 다른 채소도 다져놓아요.', '개인적으로는 고기는 얇게 소고기불고깃감을 사와서 제가 다지는 편인데 다진고기라면 정말 간편하죠? 해동이 되면서 나오는 핏물은 제거해주시구요.', '참기름과 채소를 넣은후 조물조물.. 요렇게 재워서 10분정도 둔후에 팬을 달구워 기름없이 중불로 볶아주어요. 고기에 별도 간은 않해주었다는거!!', '소고기 좋아하시면 고추장과 1:1로 넣으셔도 좋아요. 소고기가 다 볶아지면 고추장을 넣어요~ 불은 중불로 서서히 조리듯.', '아랫부분이 눌러붙지 않도록 볶아주어요. 마지막으로 달콤한게 좋으시면 물엿을 살짝 넣으셔도 좋아요. 전 빛깔을 반지르르하게 조금 더하기위해 반큰술만 더했어요.']",,[],1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,32
29,30,밑반찬,일상,소고기고추장볶음 황금레시피 따라잡기,https://www.10000recipe.com/recipe/6856370,-0.743262122719984,,0.0,0.0,,"['소고기 다짐육', '고추장', '다진 마늘', '황설탕', '미림', '매실액', '참기름', '참깨', '식용유']","낮에는 어제 장보면서 사온 소고기 다짐육으로 소고기고추장볶음을 만들어봤어요. 약고추장이라고도 부르는 이 볶음 요리는 꼭 한 번 해봐야지 해봐야지 생각만 하다가 오늘 처음으로 만들어봤는데 생생정보통에 나왔던 황금레시피를 참고했더니 쉽게 뚝딱~~ 그러면서도 맛있게 완성되더라고요. 요리 레시피를 참고하고, 내 스타일에 따라 만들어보는 것도 재미인데 과연 블로그의 내용을 참고하는게 어디까지가 도용이고 어디까지가 가능한 건지 오늘은 그런 생각이 좀 들었어요. 오늘 만든 소고기고추장볶음은 생생정보통 황금레시피를 많이 참고했다는 거~ 요거 알아두시고 봐주세요.^^","['잘 달궈진 팬에 식용유를 조금 부어주세요. (아시죠? 카놀라유, 포도씨유 등등 상관 없다는 거요. 올리브유는 향이 강해서 지양하시면 좋구요.)', '팬에 소고기 다짐육을 넣어주세요. 핏물이 많다 싶으면 키친 타월을 이용해서 핏물을 조금 제거하시고 넣어주셔도 좋아요.', '고기는 뭉쳐지지 않도록 젓가락 끝으로 잘 흩어주시고 타지 않게 볶아주세요. 다진 마늘과 미림, 설탕을 넣고 계속 볶아주시고요.', '고추장과 매실액도 넣어 잘 섞어준 다음에는 타지 않도록 저어가며 3분 정도만 볶아주세요.', '불을 끈 다음에 참기름과 참깨를 넣어주세요.', '소고기에 갖은 양념을 해서 볶다가 고추장이랑 매실액넣고 볶아주고 불끈 다음에는 참기름이랑 참깨로 마무리~']",,[],1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,232
30,31,밑반찬,일상,소고기 굴소스볶음 레시피,https://www.10000recipe.com/recipe/7017561,-0.21154437997562114,,0.0,0.0,,"['소고기', '양파', '식용유', '다진마늘', '통깨', '간장', '굴소스', '맛술', '참기름', '후추']",소고기 굴소스볶음 레시피 입니다.,"['위 양념장 확인하시고 만들어주세요. 소스볼 , 숟가락 ,', '양파 한개는 큼지막하게 썰어준비합니다. 도마 , 조리용나이프', '식용유 2T 둘러주세요. 프라이팬', '다진마늘 1T 넣어 볶아주세요. 요리스푼', '썰어놓은 양파도 모두 넣어 볶습니다.', '핏물 제거한 소고기 넣어서 익혀주세요.', '소고기 겉면이 살짝 익으면 양념장 넣습니다.', '양념장이 다 졸아들 때까지 졸여주세요.', '접시에 담아 통깨 마무리 해줍니다. 접시']",,[],1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15
31,32,밑반찬,일상,소고기 고추장 볶음 / 짜지 않아 팍팍 비벼 먹기 좋은 간단한 밥도둑 밑반찬,https://www.10000recipe.com/recipe/7021621,0.32132509795158154,,0.0,0.0,,"['소고기', '대파', '양파', '당근', '식용유', '깨', '설탕', '맛소금', '참기름', '후추', '고추장', '고춧가루', '물엿', '진간장', '맛술', '매실청', '간마늘']",냉동고에 소고기 자투리 조각이 남아 있어 고추장 볶음으로 밑반찬 만들어 봤습니다. 사용하고 남은 소고기가 있다면 간단하게 입맛 살리는 고추장 볶음 만들어 한 끼 맛있게 즐겨 보세요. 너무 자극적이지 않고 매콤달콤한 맛에 짜지 않아 비빔밥에 고기 고명으로 넣어 같이 비벼 먹어도 좋고 쌈에 싸서 쌈장 대신 쌈을 싸먹어도 좋은 레시피입니다. 맛있는 한 끼로 즐겨 보세요.,"['소고기를 다져주세요. 다지기 도구나 칼로 소고기를 다져줍니다. 도마 , 조리용나이프 사용할 소고기는 부위 상관없이 아무거나 괜찮습니다. 기름부위가 많지 않으면 됩니다. 설도를 사용해줬습니다.', '양파, 당근, 대파는 조금씩만 준비해서 잘게 다져 주세요.', '고추장 양념장을 만들어 주세요. 고추장 2스푼, 고춧가루 1스푼, 물엿 2스푼 ,맛술 1스푼 ,매실청 1스푼, 진간장 1스푼, 간마늘 1스푼, 넣어서 잘 섞어 주세요. 면기 , 조리용스푼', '팬에 다진 소고기를 넣고 설탕 1스푼, 참기름 1스푼, 맛소금 3꼬집, 후추 조금 넣은 후 볶아 주세요. 프라이팬 강불', '볶은 소고기는 잠시 접시에 덜어 둡니다.', '고기 볶았던 팬에 식용유 2스푼 넣고 다진 야채들을 모두 넣고 볶아 주세요. 조리용젓가락 강불', '야채 숨이 죽으면 고추장양념장을 넣고 볶아 주세요. 중약불로 줄이고 1분간 볶아줍니다. 중약불', '소스가 잘 볶아지면 볶았던 소고기를 넣고 잘 섞어 주세요. 중약불', '고기가 양념에 잘 섞이게 살짝 졸여지면 마지막으로 깨 적당히 뿌리면 완성입니다.', '야채의 식감과 고기가 잘 어우러진 고추장볶음입니다. 자극적이지 않아 푹푹 퍼서 비벼 먹으면 좋은 고기 밑반찬입니다. 맛있는 한끼 즐겨 보세요. 접시']",,[],1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,179
32,33,밑반찬,일상,소고기 아스파라거스볶음,https://www.10000recipe.com/recipe/4682303,-0.7444138579028239,,0.0,0.0,,"['아스파라거스', '소고기', '빨강파프리카', '노랑파프리카', '청주', '소금', '후추', '소금']",쉽게 만드는 담백한 소고기 아스파라거스볶음입니다.,"['아스파라거스는 끓는물에 소금을 넣어 데쳐주세요.', '소고기는 밑간을 해서 30분정도 재워주시구요.', '아스파라거스, 노랑파프리카, 빨강파프리카는 같은크기로 썰어주세요.', '팬을 달군 후에 소고기를 넣어 센불에서 볶아주세요.', '소고기가 거의 익을때 쯤에 아스파라거스, 파프리카를 넣어 휘리릭 볶아주시면 됩니다. 소금으로 간합니다.']",,[],1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,169
